ObjectID,Name,StartDepotName,EndDepotName,EarliestStartTime,LatestStartTime,Capacities,CostPerUnitTime,CostPerUnitDistance,CostPerUnitOvertime,OvertimeStartTime,MaxOrderCount,MaxTotalTime,AssignmentRule,SpecialtyNames,Description,TechnicianRating,Team
384,Technician384,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing Electrical,Synthetic technician routed from Depot_McKinney,4.01,McKinney
385,Technician385,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Richardson,3.84,Richardson
386,Technician386,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Dallas_North,4.88,Dallas_North
387,Technician387,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Las_Colinas,4.42,Las_Colinas
388,Technician388,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Plano,4.82,Plano
389,Technician389,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Frisco,3.4,Frisco
390,Technician390,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Arlington,4.65,Arlington
391,Technician391,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Garland,4.28,Garland
392,Technician392,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC Plumbing,Synthetic technician routed from Depot_McKinney,3.41,McKinney
393,Technician393,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Richardson,4.2,Richardson
394,Technician394,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Dallas_North,4.37,Dallas_North
395,Technician395,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Las_Colinas,3.22,Las_Colinas
396,Technician396,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical Controls,Synthetic technician routed from Depot_Plano,3.97,Plano
397,Technician397,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Frisco,4.6,Frisco
398,Technician398,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Arlington,3.7,Arlington
399,Technician399,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Garland,3.98,Garland
400,Technician400,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_McKinney,3.95,McKinney
